AeroDyn	airfoil	file	Created	with	QBlade	v0.963	64bit	on	13.12.2018	at	15:49:54	Compatible	with	AeroDyn	v13.0.
	14.8	0.6269	0.1777												
	14.9	0.6415	0.1804												
	15	0.6535	0.1836												
	15.1	0.6399	0.1827												
	15.2	0.6341	0.1828												
	15.3	0.6372	0.1838												
	15.4	0.6458	0.1854												
	15.5	0.6642	0.1890												
	15.6	0.6618	0.1900												
	15.7	0.6513	0.1892												
	15.8	0.6524	0.1900												
	15.9	0.6589	0.1914												
	16	0.6687	0.1935												
	16.1	0.6841	0.1972												
	16.2	0.6799	0.1977												
	16.3	0.6704	0.1969												
	16.4	0.6706	0.1976												
	16.5	0.6758	0.1989												
	16.6	0.6860	0.2010												
	16.7	0.6897	0.2027												
	16.8	0.6934	0.2044												
	16.9	0.6875	0.2040												
	17	0.6901	0.2049												
	17.1	0.6957	0.2064												
	17.2	0.7040	0.2084												
	17.3	0.7162	0.2116												
	17.4	0.7203	0.2137												
	17.5	0.7106	0.2124												
	17.6	0.7088	0.2126												
	17.7	0.7123	0.2137												
	17.8	0.7190	0.2153												
	17.9	0.7306	0.2181												
	18	0.7405	0.2216												
	18.1	0.7303	0.2199												
	18.2	0.7283	0.2200												
	18.3	0.7316	0.2210												
	18.4	0.7369	0.2224												
	18.5	0.7442	0.2244												
	18.6	0.7546	0.2275												
	18.7	0.7633	0.2309												
	18.8	0.7546	0.2292												
	18.9	0.7514	0.2289												
	19	0.7535	0.2297												
	19.1	0.7581	0.2310												
	19.2	0.7652	0.2328												
	19.3	0.7766	0.2362												
	19.4	0.7816	0.2387												
	19.5	0.7740	0.2370												
	19.6	0.7735	0.2371												
	19.7	0.7767	0.2382												
	19.8	0.7817	0.2396												
	19.9	0.7881	0.2414												
	20	0.7966	0.2442												
	21	0.8076	0.2499												
	22	0.8190	0.2712												
	23	0.8306	0.2933												
	24	0.8421	0.3162												
	25	0.8536	0.3397												
	26	0.8649	0.3640												
	27	0.8758	0.3889												
	28	0.8864	0.4145												
	29	0.8965	0.4407												
	30	0.9061	0.4674												
	31	0.9152	0.4947												
	32	0.9235	0.5225												
	33	0.9313	0.5508												
	34	0.9383	0.5795												
	35	0.9445	0.6087												
	36	0.9500	0.6382												
	37	0.9547	0.6680												
	38	0.9585	0.6981												
	39	0.9614	0.7285												
	40	0.9634	0.7591												
	41	0.9646	0.7899												
	42	0.9648	0.8209												
	43	0.9641	0.8519												
	44	0.9624	0.8831												
	45	0.9597	0.9142												
	46	0.9561	0.9454												
	47	0.9515	0.9765												
	48	0.9460	1.0075												
	49	0.9394	1.0384												
	50	0.9319	1.0692												
	51	0.9234	1.0998												
	52	0.9139	1.1301												
	53	0.9034	1.1602												
	54	0.8920	1.1899												
	55	0.8796	1.2194												
	56	0.8663	1.2484												
	57	0.8521	1.2770												
	58	0.8369	1.3052												
	59	0.8208	1.3329												
	60	0.8038	1.3601												
	61	0.7859	1.3867												
	62	0.7672	1.4127												
	63	0.7477	1.4381												
	64	0.7273	1.4629												
	65	0.7061	1.4870												
	66	0.6841	1.5104												
	67	0.6614	1.5330												
	68	0.6380	1.5549												
	69	0.6138	1.5760												
	70	0.5890	1.5963												
	71	0.5636	1.6158												
	72	0.5375	1.6343												
	73	0.5108	1.6520												
	74	0.4836	1.6688												
	75	0.4559	1.6846												
	76	0.4276	1.6995												
	77	0.3989	1.7134												
	78	0.3698	1.7264												
	79	0.3403	1.7383												
	80	0.3104	1.7492												
	81	0.2802	1.7591												
	82	0.2497	1.7679												
	83	0.2190	1.7757												
	84	0.1880	1.7824												
	85	0.1569	1.7881												
	86	0.1257	1.7926												
	87	0.0943	1.7961												
	88	0.0629	1.7985												
	89	0.0314	1.7998												
	90	0.0000	1.8000												
	91	-0.0314	1.7995												
	92	-0.0628	1.7978												
	93	-0.0941	1.7951												
	94	-0.1253	1.7912												
	95	-0.1563	1.7863												
	96	-0.1871	1.7803												
	97	-0.2177	1.7733												
	98	-0.2481	1.7651												
	99	-0.2781	1.7560												
	100	-0.3078	1.7457												
	101	-0.3371	1.7345												
	102	-0.3661	1.7222												
	103	-0.3945	1.7089												
	104	-0.4225	1.6947												
	105	-0.4500	1.6794												
	106	-0.4769	1.6632												
	107	-0.5033	1.6461												
	108	-0.5290	1.6281												
	109	-0.5541	1.6092												
	110	-0.5785	1.5894												
	111	-0.6022	1.5688												
	112	-0.6252	1.5474												
	113	-0.6474	1.5252												
	114	-0.6688	1.5022												
	115	-0.6894	1.4785												
	116	-0.7092	1.4541												
	117	-0.7281	1.4290												
	118	-0.7461	1.4033												
	119	-0.7632	1.3769												
	120	-0.7794	1.3500												
	121	-0.7947	1.3225												
	122	-0.8089	1.2945												
	123	-0.8222	1.2661												
	124	-0.8345	1.2371												
	125	-0.8457	1.2078												
	126	-0.8560	1.1781												
	127	-0.8651	1.1481												
	128	-0.8733	1.1177												
	129	-0.8803	1.0871												
	130	-0.8863	1.0563												
	131	-0.8912	1.0253												
	132	-0.8951	0.9941												
	133	-0.8978	0.9628												
	134	-0.8995	0.9314												
	135	-0.9000	0.9000												
	136	-0.8995	0.8686												
	137	-0.8978	0.8372												
	138	-0.8951	0.8059												
	139	-0.8912	0.7747												
	140	-0.8863	0.7437												
	141	-0.8803	0.7129												
	142	-0.8733	0.6823												
	143	-0.8651	0.6519												
	144	-0.8560	0.6219												
	145	-0.8457	0.5922												
	146	-0.8345	0.5629												
	147	-0.8222	0.5339												
	148	-0.8089	0.5055												
	149	-0.7947	0.4775												
	150	-0.7794	0.4500												
	151	-0.7632	0.4231												
	152	-0.7461	0.3967												
	153	-0.7281	0.3710												
	154	-0.7092	0.3459												
	155	-0.6894	0.3215												
	156	-0.6688	0.2978												
	157	-0.6474	0.2748												
	158	-0.6252	0.2526												
	159	-0.6022	0.2312												
	160	-0.5785	0.2106												
	161	-0.5541	0.1908												
	162	-0.5290	0.1719												
	163	-0.5033	0.1539												
	164	-0.4769	0.1368												
	165	-0.4500	0.1206												
	166	-0.4225	0.1053												
	167	-0.3945	0.0911												
	168	-0.3661	0.0778												
	169	-0.3371	0.0655												
	170	-0.3078	0.0543												
	171	-0.2781	0.0440												
	172	-0.2481	0.0349												
	173	-0.2177	0.0267												
	174	-0.1871	0.0197												
	175	-0.1563	0.0137												
	176	-0.1253	0.0088												
	177	-0.0941	0.0049												
	178	-0.0628	0.0022												
	179	-0.0314	0.0005												
	180	0.0000	0.0000												
	180	0.0000	0.0000												
